Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Average_Order_Value
CUST06018,241,5,207763.44999999998,2,3,3,8,At Risk,41552.689999999995
CUST06019,510,2,86933.6,1,1,2,4,Lost Customers,43466.8
CUST06020,23,8,387761.0,5,5,5,15,Champions,48470.125
CUST06021,74,3,87288.7,4,2,2,8,Potential Loyalists,29096.233333333334
CUST06022,90,4,123676.85,4,2,2,8,Potential Loyalists,30919.2125
CUST06023,115,7,430022.5,3,5,5,13,Loyal Customers,61431.78571428572
CUST06024,14,8,201424.2,5,5,3,13,Loyal Customers,25178.025
CUST06025,96,6,123195.5,3,4,2,9,Loyal Customers,20532.583333333332
CUST06026,27,9,264224.4,5,5,4,14,Champions,29358.26666666667
CUST06027,87,10,466596.9,4,5,5,14,Champions,46659.69
CUST06028,189,5,168470.6,2,3,3,8,At Risk,33694.12
CUST06029,40,3,35017.7,5,2,1,8,Potential Loyalists,11672.566666666666
CUST06030,232,3,74811.6,2,2,1,5,Lost Customers,24937.2
CUST06031,503,3,71921.4,1,2,1,4,Lost Customers,23973.8
CUST06032,51,4,292565.89999999997,4,2,4,10,Potential Loyalists,73141.47499999999
CUST06033,116,5,478751.5,3,3,5,11,Others,95750.3
CUST06034,306,6,339655.1,1,4,5,10,At Risk,56609.18333333333
CUST06035,14,3,30523.0,5,2,1,8,Potential Loyalists,10174.333333333334
CUST06036,31,6,295230.7,5,4,4,13,Champions,49205.11666666667
CUST06037,253,3,173568.09999999998,2,2,3,7,Lost Customers,57856.033333333326
CUST06038,14,8,410831.35000000003,5,5,5,15,Champions,51353.918750000004
CUST06039,5,3,154893.0,5,2,3,10,Potential Loyalists,51631.0
CUST06040,301,3,158485.7,1,2,3,6,Lost Customers,52828.56666666667
CUST06041,28,4,105817.95,5,2,2,9,Potential Loyalists,26454.4875
CUST06042,222,2,170173.55,2,1,3,6,Lost Customers,85086.775
CUST06043,237,3,100863.79999999999,2,2,2,6,Lost Customers,33621.26666666666
CUST06044,67,4,55129.95,4,2,1,7,Potential Loyalists,13782.4875
CUST06045,575,3,148814.6,1,2,3,6,Lost Customers,49604.86666666667
CUST06046,278,3,39082.9,2,2,1,5,Lost Customers,13027.633333333333
CUST06047,94,9,226619.9,4,5,4,13,Champions,25179.98888888889
CUST06048,162,5,203527.95,3,3,3,9,Others,40705.590000000004
CUST06049,117,12,793228.45,3,5,5,13,Loyal Customers,66102.37083333333
CUST06050,150,6,161869.25,3,4,3,10,Loyal Customers,26978.208333333332
CUST06051,319,5,101293.20000000001,1,3,2,6,Others,20258.640000000003
CUST06052,284,8,305913.7,2,5,4,11,At Risk,38239.2125
CUST06053,740,2,32135.1,1,1,1,3,Lost Customers,16067.55
CUST06054,689,3,72969.75,1,2,1,4,Lost Customers,24323.25
CUST06055,418,1,22328.8,1,1,1,3,Lost Customers,22328.8
CUST06056,72,4,59554.85,4,2,1,7,Potential Loyalists,14888.7125
CUST06057,203,4,82607.2,2,2,2,6,Lost Customers,20651.8
CUST06058,34,9,436749.89999999997,5,5,5,15,Champions,48527.76666666666
CUST06059,295,6,193819.15,1,4,3,8,At Risk,32303.191666666666
CUST06060,72,2,59028.4,4,1,1,6,Others,29514.2
CUST06061,266,4,214818.2,2,2,4,8,Lost Customers,53704.55
CUST06062,364,3,216872.6,1,2,4,7,Lost Customers,72290.86666666667
CUST06063,454,3,73381.05,1,2,1,4,Lost Customers,24460.350000000002
CUST06064,30,9,381854.4,5,5,5,15,Champions,42428.26666666667
CUST06065,61,3,207280.8,4,2,3,9,Potential Loyalists,69093.59999999999
CUST06066,40,11,501318.75,5,5,5,15,Champions,45574.431818181816
CUST06067,77,6,87166.45,4,4,2,10,Loyal Customers,14527.741666666667
CUST06068,32,5,409185.1,5,3,5,13,Potential Loyalists,81837.01999999999
CUST06069,32,9,322568.4,5,5,5,15,Champions,35840.933333333334
CUST06070,11,7,338228.35,5,5,5,15,Champions,48318.33571428571
CUST06071,79,6,141874.55,4,4,3,11,Loyal Customers,23645.75833333333
CUST06072,316,7,247091.4,1,5,4,10,At Risk,35298.771428571425
CUST06073,208,4,119176.9,2,2,2,6,Lost Customers,29794.225
CUST06074,7,3,56252.700000000004,5,2,1,8,Potential Loyalists,18750.9
CUST06075,81,10,288423.75,4,5,4,13,Champions,28842.375
CUST06076,47,5,171282.35,4,3,3,10,Potential Loyalists,34256.47
CUST06077,13,5,169458.0,5,3,3,11,Potential Loyalists,33891.6
CUST06078,186,9,315027.65,2,5,4,11,At Risk,35003.072222222225
CUST06079,44,6,211221.7,4,4,4,12,Champions,35203.61666666667
CUST06080,521,4,104164.3,1,2,2,5,Lost Customers,26041.075
CUST06081,366,2,100780.25,1,1,2,4,Lost Customers,50390.125
CUST06082,53,11,430463.0,4,5,5,14,Champions,39133.0
CUST06083,94,5,151412.8,4,3,3,10,Potential Loyalists,30282.559999999998
CUST06084,369,4,78579.6,1,2,2,5,Lost Customers,19644.9
CUST06085,84,7,267422.95,4,5,4,13,Champions,38203.27857142857
CUST06086,626,2,42113.35,1,1,1,3,Lost Customers,21056.675
CUST06087,625,3,116012.09999999999,1,2,2,5,Lost Customers,38670.7
CUST06088,277,9,343338.95,2,5,5,12,At Risk,38148.77222222222
CUST06089,135,5,84527.5,3,3,2,8,Others,16905.5
CUST06090,594,3,93517.40000000001,1,2,2,5,Lost Customers,31172.46666666667
CUST06091,84,6,157614.9,4,4,3,11,Loyal Customers,26269.149999999998
CUST06092,110,2,139726.8,3,1,3,7,Others,69863.4
CUST06093,54,7,658258.75,4,5,5,14,Champions,94036.96428571429
CUST06094,201,7,144143.75,2,5,3,10,At Risk,20591.964285714286
CUST06095,50,7,280570.15,4,5,4,13,Champions,40081.450000000004
CUST06096,49,6,460474.3,4,4,5,13,Champions,76745.71666666666
CUST06097,25,5,127062.75,5,3,2,10,Potential Loyalists,25412.55
CUST06098,7,10,597433.8500000001,5,5,5,15,Champions,59743.38500000001
CUST06099,161,2,46543.0,3,1,1,5,Others,23271.5
CUST06100,629,1,96539.6,1,1,2,4,Lost Customers,96539.6
CUST06101,217,8,475649.3,2,5,5,12,At Risk,59456.1625
CUST06102,416,3,129183.0,1,2,2,5,Lost Customers,43061.0
CUST06103,58,9,141963.15,4,5,3,12,Loyal Customers,15773.683333333332
CUST06104,133,6,78307.0,3,4,2,9,Loyal Customers,13051.166666666666
CUST06105,370,4,118655.95,1,2,2,5,Lost Customers,29663.9875
CUST06106,349,4,170161.09999999998,1,2,3,6,Lost Customers,42540.274999999994
CUST06107,78,8,172172.19999999998,4,5,3,12,Loyal Customers,21521.524999999998
CUST06108,424,2,206829.9,1,1,3,5,Lost Customers,103414.95
CUST06109,96,5,177286.4,3,3,3,9,Others,35457.28
CUST06110,52,3,234483.59999999998,4,2,4,10,Potential Loyalists,78161.2
CUST06111,68,3,56374.9,4,2,1,7,Potential Loyalists,18791.633333333335
CUST06112,256,5,171890.25,2,3,3,8,At Risk,34378.05
CUST06113,832,1,63436.0,1,1,1,3,Lost Customers,63436.0
CUST06114,275,3,35796.0,2,2,1,5,Lost Customers,11932.0
CUST06115,392,4,105952.35,1,2,2,5,Lost Customers,26488.0875
CUST06116,1,8,234287.9,5,5,4,14,Champions,29285.9875
CUST06117,155,5,197110.95,3,3,3,9,Others,39422.19
CUST06118,33,5,249649.45,5,3,4,12,Potential Loyalists,49929.89
CUST06120,260,4,66148.3,2,2,1,5,Lost Customers,16537.075
CUST06121,237,5,26706.7,2,3,1,6,Others,5341.34
CUST06122,40,3,14253.3,5,2,1,8,Potential Loyalists,4751.099999999999
CUST06123,585,2,17930.8,1,1,1,3,Lost Customers,8965.4
CUST06124,200,4,36033.45,2,2,1,5,Lost Customers,9008.3625
CUST06125,10,3,64130.100000000006,5,2,1,8,Potential Loyalists,21376.7
CUST06126,93,3,50376.05,4,2,1,7,Potential Loyalists,16792.016666666666
CUST06127,69,3,93513.5,4,2,2,8,Potential Loyalists,31171.166666666668
CUST06128,331,4,298684.25,1,2,4,7,Lost Customers,74671.0625
CUST06129,197,4,127520.4,2,2,2,6,Lost Customers,31880.1
CUST06130,237,3,200360.15,2,2,3,7,Lost Customers,66786.71666666666
CUST06131,93,2,359829.5,4,1,5,10,Others,179914.75
CUST06132,382,5,596916.55,1,3,5,9,At Risk,119383.31000000001
CUST06133,421,3,339892.4,1,2,5,8,Lost Customers,113297.46666666667
CUST06134,321,5,171551.0,1,3,3,7,At Risk,34310.2
CUST06135,132,7,179482.9,3,5,3,11,Loyal Customers,25640.414285714283
CUST06136,367,4,93461.45,1,2,2,5,Lost Customers,23365.3625
CUST06137,169,7,260456.34999999998,3,5,4,12,Loyal Customers,37208.049999999996
CUST06138,83,4,284366.85,4,2,4,10,Potential Loyalists,71091.7125
CUST06139,21,2,30152.9,5,1,1,7,Others,15076.45
CUST06140,474,3,95820.85,1,2,2,5,Lost Customers,31940.283333333336
CUST06141,205,6,347318.15,2,4,5,11,At Risk,57886.35833333334
CUST06142,90,10,504272.4,4,5,5,14,Champions,50427.240000000005
CUST06143,65,2,19339.65,4,1,1,6,Others,9669.825
CUST06144,242,4,120991.5,2,2,2,6,Lost Customers,30247.875
CUST06145,360,3,32372.7,1,2,1,4,Lost Customers,10790.9
CUST06146,4,8,198627.4,5,5,3,13,Loyal Customers,24828.425
CUST06147,294,5,293597.5,1,3,4,8,At Risk,58719.5
CUST06148,30,6,355998.5,5,4,5,14,Champions,59333.083333333336
CUST06149,84,6,224247.75,4,4,4,12,Champions,37374.625
CUST06150,150,8,524571.85,3,5,5,13,Loyal Customers,65571.48125
CUST06151,414,2,2860.2,1,1,1,3,Lost Customers,1430.1
CUST06152,334,8,364318.0,1,5,5,11,At Risk,45539.75
CUST06153,8,5,413150.0,5,3,5,13,Potential Loyalists,82630.0
CUST06154,112,3,184440.9,3,2,3,8,Others,61480.299999999996
CUST06155,115,3,56273.35,3,2,1,6,Others,18757.783333333333
CUST06156,130,8,375559.05,3,5,5,13,Loyal Customers,46944.88125
CUST06157,80,4,45172.8,4,2,1,7,Potential Loyalists,11293.2
CUST06158,161,4,58851.799999999996,3,2,1,6,Others,14712.949999999999
CUST06159,76,3,5748.9,4,2,1,7,Potential Loyalists,1916.3
CUST06160,152,5,125196.95000000001,3,3,2,8,Others,25039.390000000003
CUST06161,371,3,78186.59999999999,1,2,2,5,Lost Customers,26062.199999999997
CUST06162,35,10,271648.60000000003,5,5,4,14,Champions,27164.860000000004
CUST06163,498,1,28097.6,1,1,1,3,Lost Customers,28097.6
CUST06164,165,5,87679.04999999999,3,3,2,8,Others,17535.809999999998
CUST06165,68,4,257821.0,4,2,4,10,Potential Loyalists,64455.25
CUST06166,260,1,7300.8,2,1,1,4,Lost Customers,7300.8
CUST06167,35,6,60801.799999999996,5,4,1,10,Loyal Customers,10133.633333333333
CUST06168,346,1,88042.2,1,1,2,4,Lost Customers,88042.2
CUST06169,226,6,321918.15,2,4,5,11,At Risk,53653.025
CUST06170,49,3,135588.8,4,2,2,8,Potential Loyalists,45196.26666666666
CUST06171,69,9,167668.5,4,5,3,12,Loyal Customers,18629.833333333332
CUST06172,151,2,6112.0,3,1,1,5,Others,3056.0
CUST06173,174,4,178397.4,2,2,3,7,Lost Customers,44599.35
CUST06174,163,3,83621.5,3,2,2,7,Others,27873.833333333332
CUST06176,68,2,70012.25,4,1,1,6,Others,35006.125
CUST06177,142,5,114418.35,3,3,2,8,Others,22883.670000000002
CUST06178,350,1,21808.8,1,1,1,3,Lost Customers,21808.8
CUST06179,308,6,252645.7,1,4,4,9,At Risk,42107.61666666667
CUST06180,76,6,129870.59999999999,4,4,2,10,Loyal Customers,21645.1
CUST06181,25,8,331024.39999999997,5,5,5,15,Champions,41378.049999999996
CUST06182,686,2,72173.6,1,1,1,3,Lost Customers,36086.8
CUST06183,256,4,69102.2,2,2,1,5,Lost Customers,17275.55
CUST06184,203,8,412876.45,2,5,5,12,At Risk,51609.55625
CUST06185,85,7,227284.1,4,5,4,13,Champions,32469.157142857144
CUST06186,411,2,67534.0,1,1,1,3,Lost Customers,33767.0
CUST06187,51,5,201188.35,4,3,3,10,Potential Loyalists,40237.67
CUST06188,9,7,280616.85,5,5,4,14,Champions,40088.12142857142
CUST06189,24,6,247787.7,5,4,4,13,Champions,41297.950000000004
CUST06190,19,7,670558.15,5,5,5,15,Champions,95794.02142857143
CUST06191,3,6,415671.15,5,4,5,14,Champions,69278.52500000001
CUST06192,376,5,165723.6,1,3,3,7,At Risk,33144.72
CUST06193,6,4,52931.4,5,2,1,8,Potential Loyalists,13232.85
CUST06194,87,6,242844.95,4,4,4,12,Champions,40474.15833333333
CUST06195,870,1,68041.8,1,1,1,3,Lost Customers,68041.8
CUST06196,25,8,408011.9,5,5,5,15,Champions,51001.4875
CUST06197,221,4,293214.8,2,2,4,8,Lost Customers,73303.7
CUST06198,277,5,152283.45,2,3,3,8,At Risk,30456.690000000002
CUST06199,131,4,323583.3,3,2,5,10,Others,80895.825
CUST06200,60,7,184284.85,4,5,3,12,Loyal Customers,26326.407142857144
CUST06201,263,5,56703.35,2,3,1,6,Others,11340.67
CUST06202,15,7,487991.25,5,5,5,15,Champions,69713.03571428571
CUST06203,37,1,36897.0,5,1,1,7,Others,36897.0
CUST06204,32,3,232959.45,5,2,4,11,Potential Loyalists,77653.15000000001
CUST06205,51,7,455843.05,4,5,5,14,Champions,65120.43571428571
CUST06206,355,3,279381.6,1,2,4,7,Lost Customers,93127.2
CUST06207,169,2,47554.1,3,1,1,5,Others,23777.05
CUST06208,166,6,128848.0,3,4,2,9,Loyal Customers,21474.666666666668
CUST06209,366,3,171460.95,1,2,3,6,Lost Customers,57153.65
CUST06210,71,4,92239.1,4,2,2,8,Potential Loyalists,23059.775
CUST06211,4,8,171618.9,5,5,3,13,Loyal Customers,21452.3625
CUST06212,48,5,339443.2,4,3,5,12,Potential Loyalists,67888.64
CUST06213,428,1,305428.8,1,1,4,6,Lost Customers,305428.8
CUST06214,7,10,518838.1,5,5,5,15,Champions,51883.81
CUST06215,2,8,399365.95,5,5,5,15,Champions,49920.74375
CUST06216,564,3,83105.45,1,2,2,5,Lost Customers,27701.816666666666
CUST06217,131,8,225358.65000000002,3,5,4,12,Loyal Customers,28169.831250000003
CUST06218,22,3,74563.3,5,2,1,8,Potential Loyalists,24854.433333333334
CUST06219,72,6,43720.55,4,4,1,9,Loyal Customers,7286.758333333334
CUST06220,242,5,521845.85,2,3,5,10,At Risk,104369.17
CUST06221,51,7,150942.2,4,5,3,12,Loyal Customers,21563.17142857143
CUST06222,287,4,292888.55,2,2,4,8,Lost Customers,73222.1375
CUST06223,246,3,65970.05,2,2,1,5,Lost Customers,21990.016666666666
CUST06224,5,5,111451.8,5,3,2,10,Potential Loyalists,22290.36
CUST06225,636,1,10032.3,1,1,1,3,Lost Customers,10032.3
CUST06226,89,6,563353.25,4,4,5,13,Champions,93892.20833333333
CUST06227,23,4,169998.9,5,2,3,10,Potential Loyalists,42499.725
CUST06228,99,8,164698.2,3,5,3,11,Loyal Customers,20587.275
CUST06229,31,4,184963.9,5,2,3,10,Potential Loyalists,46240.975
CUST06230,85,5,68210.5,4,3,1,8,Potential Loyalists,13642.1
CUST06231,56,3,16303.2,4,2,1,7,Potential Loyalists,5434.400000000001
CUST06232,116,5,88865.7,3,3,2,8,Others,17773.14
CUST06233,36,6,240956.9,5,4,4,13,Champions,40159.48333333333
CUST06234,244,6,190167.2,2,4,3,9,At Risk,31694.533333333336
CUST06235,25,5,140169.05,5,3,3,11,Potential Loyalists,28033.809999999998
CUST06236,257,5,183169.8,2,3,3,8,At Risk,36633.96
CUST06237,27,2,19995.45,5,1,1,7,Others,9997.725
CUST06238,267,5,194130.5,2,3,3,8,At Risk,38826.1
CUST06239,688,2,12900.4,1,1,1,3,Lost Customers,6450.2
CUST06240,302,3,110841.7,1,2,2,5,Lost Customers,36947.23333333333
CUST06241,43,7,514606.9,4,5,5,14,Champions,73515.27142857143
CUST06242,530,3,19780.0,1,2,1,4,Lost Customers,6593.333333333333
CUST06243,663,2,65643.95,1,1,1,3,Lost Customers,32821.975
CUST06244,149,6,40938.15,3,4,1,8,Loyal Customers,6823.025000000001
CUST06245,14,5,62111.85,5,3,1,9,Potential Loyalists,12422.369999999999
CUST06246,286,6,353428.55,2,4,5,11,At Risk,58904.75833333333
CUST06247,105,7,475169.3,3,5,5,13,Loyal Customers,67881.32857142857
CUST06248,84,7,558251.2,4,5,5,14,Champions,79750.17142857143
CUST06249,99,3,81845.95,3,2,2,7,Others,27281.983333333334
CUST06250,89,4,80369.65,4,2,2,8,Potential Loyalists,20092.4125
CUST06251,228,4,89574.85,2,2,2,6,Lost Customers,22393.7125
CUST06252,49,6,531694.15,4,4,5,13,Champions,88615.69166666667
CUST06253,48,2,36041.7,4,1,1,6,Others,18020.85
CUST06254,150,2,143709.8,3,1,3,7,Others,71854.9
CUST06255,152,7,471572.2,3,5,5,13,Loyal Customers,67367.45714285715
CUST06256,147,7,277882.4,3,5,4,12,Loyal Customers,39697.485714285714
CUST06257,176,4,57851.7,2,2,1,5,Lost Customers,14462.925
CUST06258,497,1,8188.0,1,1,1,3,Lost Customers,8188.0
CUST06259,85,6,264567.9,4,4,4,12,Champions,44094.65
CUST06260,814,1,12870.4,1,1,1,3,Lost Customers,12870.4
CUST06261,342,6,505361.6,1,4,5,10,At Risk,84226.93333333333
CUST06262,483,9,99974.4,1,5,2,8,Others,11108.266666666666
CUST06263,76,4,299241.2,4,2,4,10,Potential Loyalists,74810.3
CUST06264,49,4,90761.55,4,2,2,8,Potential Loyalists,22690.3875
CUST06265,110,6,55217.2,3,4,1,8,Loyal Customers,9202.866666666667
CUST06266,246,2,40260.8,2,1,1,4,Lost Customers,20130.4
CUST06267,109,9,456185.1,3,5,5,13,Loyal Customers,50687.23333333333
CUST06268,104,6,566238.1,3,4,5,12,Loyal Customers,94373.01666666666
CUST06269,50,10,397648.19999999995,4,5,5,14,Champions,39764.81999999999
CUST06270,4,6,286964.85,5,4,4,13,Champions,47827.475
CUST06271,85,4,187162.65,4,2,3,9,Potential Loyalists,46790.6625
CUST06272,72,6,40220.0,4,4,1,9,Loyal Customers,6703.333333333333
CUST06273,37,3,265756.65,5,2,4,11,Potential Loyalists,88585.55
CUST06274,456,2,61440.8,1,1,1,3,Lost Customers,30720.4
CUST06275,50,6,156124.15,4,4,3,11,Loyal Customers,26020.691666666666
CUST06276,283,2,21355.5,2,1,1,4,Lost Customers,10677.75
CUST06277,279,6,175237.9,2,4,3,9,At Risk,29206.316666666666
CUST06278,299,3,45231.0,1,2,1,4,Lost Customers,15077.0
CUST06279,145,4,82524.25,3,2,2,7,Others,20631.0625
CUST06280,214,6,299746.7,2,4,4,10,At Risk,49957.78333333333
CUST06281,37,6,352529.3,5,4,5,14,Champions,58754.88333333333
CUST06282,109,4,64581.95,3,2,1,6,Others,16145.4875
CUST06283,111,9,419331.35000000003,3,5,5,13,Loyal Customers,46592.37222222223
CUST06284,15,9,436228.85,5,5,5,15,Champions,48469.87222222222
CUST06285,239,8,371494.9,2,5,5,12,At Risk,46436.8625
CUST06286,343,2,78591.9,1,1,2,4,Lost Customers,39295.95
CUST06287,424,4,84473.29999999999,1,2,2,5,Lost Customers,21118.324999999997
CUST06288,31,6,164283.8,5,4,3,12,Loyal Customers,27380.63333333333
CUST06289,40,4,124383.5,5,2,2,9,Potential Loyalists,31095.875
CUST06290,326,4,214487.4,1,2,4,7,Lost Customers,53621.85
CUST06291,294,6,181879.15000000002,1,4,3,8,At Risk,30313.19166666667
CUST06292,46,15,503631.3,4,5,5,14,Champions,33575.42
CUST06293,74,4,517051.9,4,2,5,11,Potential Loyalists,129262.975
CUST06294,532,2,55280.35,1,1,1,3,Lost Customers,27640.175
CUST06295,67,9,640140.15,4,5,5,14,Champions,71126.68333333333
CUST06296,426,2,9528.7,1,1,1,3,Lost Customers,4764.35
CUST06297,32,1,85215.95,5,1,2,8,Others,85215.95
CUST06298,10,4,83585.1,5,2,2,9,Potential Loyalists,20896.275
CUST06299,64,3,119090.2,4,2,2,8,Potential Loyalists,39696.73333333333
CUST06300,284,3,80082.45,2,2,2,6,Lost Customers,26694.149999999998
CUST06301,419,3,66047.3,1,2,1,4,Lost Customers,22015.766666666666
CUST06302,226,6,357231.14999999997,2,4,5,11,At Risk,59538.524999999994
CUST06303,97,5,107562.2,3,3,2,8,Others,21512.44
CUST06304,23,6,421211.9,5,4,5,14,Champions,70201.98333333334
CUST06305,155,10,404414.1,3,5,5,13,Loyal Customers,40441.409999999996
CUST06306,268,3,195526.8,2,2,3,7,Lost Customers,65175.6
CUST06307,201,8,107732.25,2,5,2,9,Others,13466.53125
CUST06308,34,10,341359.15,5,5,5,15,Champions,34135.915
CUST06309,173,5,149801.9,2,3,3,8,At Risk,29960.379999999997
CUST06310,66,4,300174.25,4,2,4,10,Potential Loyalists,75043.5625
CUST06311,442,4,112791.8,1,2,2,5,Lost Customers,28197.95
CUST06312,24,4,229400.6,5,2,4,11,Potential Loyalists,57350.15
CUST06313,137,5,794644.7,3,3,5,11,Others,158928.94
CUST06314,261,7,451689.85,2,5,5,12,At Risk,64527.12142857142
CUST06315,253,6,189767.9,2,4,3,9,At Risk,31627.983333333334
CUST06316,14,6,335452.4,5,4,5,14,Champions,55908.73333333334
CUST06317,526,5,190684.05,1,3,3,7,At Risk,38136.81
CUST06318,331,2,6240.0,1,1,1,3,Lost Customers,3120.0
CUST06319,7,8,320938.55,5,5,5,15,Champions,40117.31875
CUST06320,134,11,342559.2,3,5,5,13,Loyal Customers,31141.745454545457
CUST06321,34,6,117789.45000000001,5,4,2,11,Loyal Customers,19631.575
CUST06322,109,5,41145.4,3,3,1,7,Others,8229.08
CUST06323,60,6,289647.8,4,4,4,12,Champions,48274.63333333333
CUST06324,221,6,193546.6,2,4,3,9,At Risk,32257.766666666666
CUST06325,53,4,206236.25,4,2,3,9,Potential Loyalists,51559.0625
CUST06326,99,4,23587.8,3,2,1,6,Others,5896.95
CUST06327,69,9,427653.3,4,5,5,14,Champions,47517.03333333333
CUST06328,826,1,37551.0,1,1,1,3,Lost Customers,37551.0
CUST06329,355,4,49368.100000000006,1,2,1,4,Lost Customers,12342.025000000001
CUST06330,1,3,22312.45,5,2,1,8,Potential Loyalists,7437.483333333334
CUST06331,293,4,85283.4,1,2,2,5,Lost Customers,21320.85
CUST06332,132,5,90656.4,3,3,2,8,Others,18131.28
CUST06333,11,6,184666.05,5,4,3,12,Loyal Customers,30777.675
CUST06334,81,3,67545.25,4,2,1,7,Potential Loyalists,22515.083333333332
CUST06335,54,7,200009.55,4,5,3,12,Loyal Customers,28572.792857142857
CUST06336,170,6,526894.0,2,4,5,11,At Risk,87815.66666666667
CUST06337,151,2,136803.75,3,1,2,6,Others,68401.875
CUST06338,609,5,153788.0,1,3,3,7,At Risk,30757.6
CUST06339,131,7,647954.2,3,5,5,13,Loyal Customers,92564.8857142857
CUST06340,37,5,61621.649999999994,5,3,1,9,Potential Loyalists,12324.329999999998
CUST06341,245,2,75459.5,2,1,1,4,Lost Customers,37729.75
CUST06342,751,1,319124.0,1,1,4,6,Lost Customers,319124.0
CUST06343,186,5,134570.0,2,3,2,7,Others,26914.0
CUST06344,29,7,352932.65,5,5,5,15,Champions,50418.950000000004
CUST06345,8,4,176191.15000000002,5,2,3,10,Potential Loyalists,44047.787500000006
CUST06346,261,4,112888.59999999999,2,2,2,6,Lost Customers,28222.149999999998
CUST06347,42,4,53001.8,4,2,1,7,Potential Loyalists,13250.45
CUST06348,192,4,147591.2,2,2,3,7,Lost Customers,36897.8
CUST06349,1,8,152138.2,5,5,3,13,Loyal Customers,19017.275
CUST06350,296,5,96489.1,1,3,2,6,Others,19297.82
CUST06351,68,4,91184.8,4,2,2,8,Potential Loyalists,22796.2
CUST06352,99,4,564186.8,3,2,5,10,Others,141046.7
CUST06353,18,5,331813.89999999997,5,3,5,13,Potential Loyalists,66362.78
CUST06354,21,3,226379.5,5,2,4,11,Potential Loyalists,75459.83333333333
CUST06355,188,8,239732.25,2,5,4,11,At Risk,29966.53125
CUST06356,250,2,27464.6,2,1,1,4,Lost Customers,13732.3
CUST06357,67,4,176761.35,4,2,3,9,Potential Loyalists,44190.3375
CUST06358,206,6,211260.0,2,4,4,10,At Risk,35210.0
CUST06359,46,6,191838.05,4,4,3,11,Loyal Customers,31973.00833333333
CUST06360,130,7,269686.35,3,5,4,12,Loyal Customers,38526.62142857142
CUST06361,59,7,136553.45,4,5,2,11,Loyal Customers,19507.635714285716
CUST06362,126,5,175612.05,3,3,3,9,Others,35122.409999999996
CUST06363,252,5,601128.9,2,3,5,10,At Risk,120225.78
CUST06364,256,9,426732.75,2,5,5,12,At Risk,47414.75
CUST06365,36,7,266292.4,5,5,4,14,Champions,38041.77142857143
CUST06366,252,5,225498.85,2,3,4,9,At Risk,45099.770000000004
CUST06367,395,3,316992.2,1,2,4,7,Lost Customers,105664.06666666667
CUST06368,421,6,435315.05,1,4,5,10,At Risk,72552.50833333333
CUST06369,388,6,414514.6,1,4,5,10,At Risk,69085.76666666666
CUST06370,28,6,225718.6,5,4,4,13,Champions,37619.76666666667
CUST06371,82,4,97902.49999999999,4,2,2,8,Potential Loyalists,24475.624999999996
CUST06372,823,1,66540.0,1,1,1,3,Lost Customers,66540.0
CUST06373,26,2,41154.9,5,1,1,7,Others,20577.45
CUST06374,243,7,192787.1,2,5,3,10,At Risk,27541.014285714286
CUST06375,116,4,146833.65,3,2,3,8,Others,36708.4125
CUST06376,46,4,111556.2,4,2,2,8,Potential Loyalists,27889.05
CUST06377,71,4,354623.3,4,2,5,11,Potential Loyalists,88655.825
CUST06378,410,1,8329.5,1,1,1,3,Lost Customers,8329.5
CUST06379,68,5,108179.65,4,3,2,9,Potential Loyalists,21635.93
CUST06380,169,2,117201.0,3,1,2,6,Others,58600.5
CUST06381,193,8,324874.75,2,5,5,12,At Risk,40609.34375
CUST06382,76,8,426355.3,4,5,5,14,Champions,53294.4125
CUST06383,785,4,41709.45,1,2,1,4,Lost Customers,10427.3625
CUST06384,39,6,215045.05,5,4,4,13,Champions,35840.84166666667
CUST06385,82,8,181334.4,4,5,3,12,Loyal Customers,22666.8
CUST06386,147,10,336577.35,3,5,5,13,Loyal Customers,33657.735
CUST06387,400,2,179874.9,1,1,3,5,Lost Customers,89937.45
CUST06388,131,5,136403.1,3,3,2,8,Others,27280.620000000003
CUST06389,85,11,430342.5,4,5,5,14,Champions,39122.045454545456
CUST06390,12,7,306197.75,5,5,4,14,Champions,43742.53571428572
CUST06391,265,5,483782.1,2,3,5,10,At Risk,96756.42
CUST06392,190,3,240843.0,2,2,4,8,Lost Customers,80281.0
CUST06393,227,7,165658.15000000002,2,5,3,10,At Risk,23665.450000000004
CUST06394,522,4,211813.2,1,2,4,7,Lost Customers,52953.3
CUST06395,348,6,357933.9,1,4,5,10,At Risk,59655.65
CUST06396,112,5,276328.85,3,3,4,10,Others,55265.77
CUST06397,120,4,180339.05,3,2,3,8,Others,45084.7625
CUST06398,762,3,31980.7,1,2,1,4,Lost Customers,10660.233333333334
CUST06399,28,8,288620.65,5,5,4,14,Champions,36077.58125
CUST06400,40,9,485975.19999999995,5,5,5,15,Champions,53997.24444444444
CUST06401,5,3,166488.3,5,2,3,10,Potential Loyalists,55496.1
CUST06402,267,2,29751.5,2,1,1,4,Lost Customers,14875.75
CUST06403,123,2,24907.55,3,1,1,5,Others,12453.775
CUST06404,114,7,71813.0,3,5,1,9,Loyal Customers,10259.0
CUST06405,36,3,57005.35,5,2,1,8,Potential Loyalists,19001.783333333333
CUST06406,716,2,30558.6,1,1,1,3,Lost Customers,15279.3
CUST06407,266,2,235820.55,2,1,4,7,Lost Customers,117910.275
