Customer_ID,Last_Purchase_Date,Frequency,Monetary,Recency,Average_Order_Value,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST04420,2026-04-13,11,933106.6,79,84827.87272727273,3,4,5,345,12,Loyal Customers
CUST04421,2026-04-30,13,515372.25,62,39644.019230769234,4,5,4,454,13,Champions
CUST04422,2026-02-06,4,106892.45000000001,145,26723.112500000003,3,2,2,322,7,Others
CUST04423,2026-05-08,6,674603.1000000001,54,112433.85000000002,4,3,5,435,12,Potential Loyalists
CUST04424,2025-05-03,5,187523.9,424,37504.78,1,2,3,123,6,Others
CUST04425,2026-04-15,8,610947.85,77,76368.48125,3,3,5,335,11,Others
CUST04426,2024-09-18,1,13189.45,651,13189.45,1,1,1,111,3,Lost Customers
CUST04427,2025-07-07,4,45738.05,359,11434.5125,1,2,1,121,4,Lost Customers
CUST04428,2026-02-05,7,259530.1,146,37075.728571428575,3,3,3,333,9,Others
CUST04429,2024-03-28,1,6033.6,825,6033.6,1,1,1,111,3,Lost Customers
CUST04430,2026-02-23,9,201329.05,128,22369.894444444442,3,4,3,343,10,Loyal Customers
CUST04431,2026-04-16,4,145914.6,76,36478.65,3,2,2,322,7,Others
CUST04432,2025-04-02,1,17311.5,455,17311.5,1,1,1,111,3,Lost Customers
CUST04433,2026-01-03,8,780114.15,179,97514.26875,2,3,5,235,10,At Risk
CUST04434,2025-05-07,1,4159.9,420,4159.9,1,1,1,111,3,Lost Customers
CUST04435,2025-10-30,4,147809.1,244,36952.275,2,2,2,222,6,Lost Customers
CUST04436,2026-05-12,9,275203.9,50,30578.211111111115,4,4,3,443,11,Loyal Customers
CUST04437,2026-05-21,4,263524.45,41,65881.1125,4,2,3,423,9,Potential Loyalists
CUST04438,2026-06-25,19,609590.25,6,32083.697368421053,5,5,5,555,15,Champions
CUST04439,2026-05-01,2,117270.0,61,58635.0,4,1,2,412,7,Others
CUST04440,2026-02-18,8,270656.15,133,33832.01875,3,3,3,333,9,Others
CUST04441,2026-05-03,8,192411.4,59,24051.425,4,3,3,433,10,Potential Loyalists
CUST04442,2026-03-04,11,573983.65,119,52180.33181818182,3,4,4,344,11,Loyal Customers
CUST04443,2025-03-05,4,90881.45000000001,483,22720.362500000003,1,2,2,122,5,Lost Customers
CUST04444,2026-01-01,3,170876.5,181,56958.833333333336,2,1,2,212,5,Lost Customers
CUST04445,2026-05-07,3,28528.65,55,9509.550000000001,4,1,1,411,6,Others
CUST04446,2026-03-27,10,355783.10000000003,96,35578.310000000005,3,4,4,344,11,Loyal Customers
CUST04447,2024-11-28,3,49743.65,580,16581.216666666667,1,1,1,111,3,Lost Customers
CUST04448,2026-05-22,3,80787.1,40,26929.033333333336,4,1,2,412,7,Others
CUST04449,2025-11-26,10,261756.2,217,26175.620000000003,2,4,3,243,9,At Risk
CUST04450,2026-06-21,14,991504.95,10,70821.78214285713,5,5,5,555,15,Champions
CUST04451,2026-06-12,13,441408.95,19,33954.53461538462,5,5,4,554,14,Champions
CUST04452,2026-03-15,11,338768.65,108,30797.15,3,4,4,344,11,Loyal Customers
CUST04453,2026-04-28,9,114351.2,64,12705.688888888888,4,4,2,442,10,Loyal Customers
CUST04454,2026-02-01,3,33197.4,150,11065.800000000001,2,1,1,211,4,Lost Customers
CUST04455,2026-06-19,25,1467226.8,12,58689.072,5,5,5,555,15,Champions
CUST04456,2025-03-20,2,58841.0,468,29420.5,1,1,1,111,3,Lost Customers
CUST04457,2025-01-05,1,1203.65,542,1203.65,1,1,1,111,3,Lost Customers
CUST04458,2026-02-10,13,509570.35000000003,141,39197.71923076923,3,5,4,354,12,Loyal Customers
CUST04459,2025-05-18,3,5145.8,409,1715.2666666666667,1,1,1,111,3,Lost Customers
CUST04460,2026-06-16,12,610746.7,15,50895.55833333333,5,4,5,545,14,Champions
CUST04461,2025-12-12,6,257203.90000000002,201,42867.31666666667,2,3,3,233,8,At Risk
CUST04462,2025-03-28,5,78737.0,460,15747.4,1,2,2,122,5,Lost Customers
CUST04463,2025-05-21,3,204183.0,406,68061.0,1,1,3,113,5,Others
CUST04464,2025-05-06,4,184922.6,421,46230.65,1,2,3,123,6,Others
CUST04465,2026-01-03,8,361261.05000000005,179,45157.631250000006,2,3,4,234,9,At Risk
CUST04466,2026-05-16,3,179204.1,46,59734.700000000004,4,1,3,413,8,Others
CUST04467,2024-09-26,1,6337.8,643,6337.8,1,1,1,111,3,Lost Customers
CUST04468,2025-09-11,10,189548.1,293,18954.81,2,4,3,243,9,At Risk
CUST04469,2025-08-08,2,42018.35,327,21009.175,1,1,1,111,3,Lost Customers
CUST04470,2026-04-02,7,226296.0,90,32328.0,3,3,3,333,9,Others
CUST04471,2026-05-12,16,1079744.85,50,67484.053125,4,5,5,455,14,Champions
CUST04472,2026-03-06,9,359093.7,117,39899.3,3,4,4,344,11,Loyal Customers
CUST04473,2026-04-01,5,188638.8,91,37727.759999999995,3,2,3,323,8,Others
CUST04474,2026-05-03,7,105905.4,59,15129.342857142856,4,3,2,432,9,Potential Loyalists
CUST04475,2026-05-03,5,145463.9,59,29092.78,4,2,2,422,8,Potential Loyalists
CUST04476,2026-03-30,16,758235.5,93,47389.71875,3,5,5,355,13,Loyal Customers
CUST04477,2025-01-09,1,18182.35,538,18182.35,1,1,1,111,3,Lost Customers
CUST04478,2025-04-30,2,7280.700000000001,427,3640.3500000000004,1,1,1,111,3,Lost Customers
CUST04479,2026-06-09,9,498064.4,22,55340.48888888889,5,4,4,544,13,Champions
CUST04480,2026-05-07,11,785656.8,55,71423.34545454546,4,4,5,445,13,Champions
CUST04481,2026-04-10,8,129399.95,82,16174.99375,3,3,2,332,8,Others
CUST04482,2026-05-04,3,100431.85,58,33477.28333333333,4,1,2,412,7,Others
CUST04483,2026-06-13,1,23035.6,18,23035.6,5,1,1,511,7,Others
CUST04484,2025-09-20,3,98660.45000000001,284,32886.81666666667,2,1,2,212,5,Lost Customers
CUST04485,2026-03-28,9,962971.1,95,106996.78888888888,3,4,5,345,12,Loyal Customers
CUST04486,2025-05-09,3,187990.4,418,62663.46666666667,1,1,3,113,5,Others
CUST04487,2026-06-24,12,512891.5,7,42740.958333333336,5,4,4,544,13,Champions
CUST04488,2026-04-01,9,354645.85000000003,91,39405.09444444445,3,4,4,344,11,Loyal Customers
CUST04489,2024-05-31,1,634.6,761,634.6,1,1,1,111,3,Lost Customers
CUST04490,2026-05-05,2,51355.5,57,25677.75,4,1,1,411,6,Others
CUST04491,2026-06-17,8,427323.05,14,53415.38125,5,3,4,534,12,Potential Loyalists
CUST04492,2024-03-03,1,3566.7,850,3566.7,1,1,1,111,3,Lost Customers
CUST04493,2025-05-05,3,177664.75,422,59221.583333333336,1,1,3,113,5,Others
CUST04494,2024-10-22,1,1305.3,617,1305.3,1,1,1,111,3,Lost Customers
CUST04495,2025-02-13,1,814.5,503,814.5,1,1,1,111,3,Lost Customers
CUST04496,2025-09-19,3,7363.5,285,2454.5,2,1,1,211,4,Lost Customers
CUST04497,2026-05-23,8,376888.6,39,47111.075,4,3,4,434,11,Potential Loyalists
CUST04498,2026-06-23,4,285114.25,8,71278.5625,5,2,3,523,10,Potential Loyalists
CUST04499,2025-07-06,8,640049.9,360,80006.2375,1,3,5,135,9,At Risk
CUST04500,2024-11-29,4,81147.1,579,20286.775,1,2,2,122,5,Lost Customers
CUST04501,2025-10-01,8,611438.35,273,76429.79375,2,3,5,235,10,At Risk
CUST04502,2026-06-23,11,764563.45,8,69505.76818181817,5,4,5,545,14,Champions
CUST04503,2025-12-16,3,31405.4,197,10468.466666666667,2,1,1,211,4,Lost Customers
CUST04504,2026-03-25,14,596281.8,98,42591.55714285715,3,5,5,355,13,Loyal Customers
CUST04505,2026-05-07,28,1824083.9,55,65145.85357142857,4,5,5,455,14,Champions
CUST04506,2026-02-16,14,907520.5,135,64822.892857142855,3,5,5,355,13,Loyal Customers
CUST04507,2026-04-11,16,962533.0,81,60158.3125,3,5,5,355,13,Loyal Customers
CUST04508,2024-03-12,1,47550.35,841,47550.35,1,1,1,111,3,Lost Customers
CUST04509,2025-04-03,2,69316.05,454,34658.025,1,1,1,111,3,Lost Customers
CUST04510,2026-04-11,18,768302.35,81,42683.46388888889,3,5,5,355,13,Loyal Customers
CUST04511,2026-03-12,1,1946.0,111,1946.0,3,1,1,311,5,Others
CUST04512,2026-06-25,7,272231.25,6,38890.17857142857,5,3,3,533,11,Potential Loyalists
CUST04513,2026-06-13,8,237812.8,18,29726.6,5,3,3,533,11,Potential Loyalists
CUST04514,2025-02-10,6,513117.55,506,85519.59166666666,1,3,4,134,8,At Risk
CUST04515,2026-02-19,14,678776.1,132,48484.00714285714,3,5,5,355,13,Loyal Customers
CUST04516,2024-12-27,4,73519.8,551,18379.95,1,2,2,122,5,Lost Customers
CUST04517,2026-02-02,12,744215.5,149,62017.958333333336,2,4,5,245,11,At Risk
CUST04518,2026-06-14,27,1398878.05,17,51810.29814814815,5,5,5,555,15,Champions
CUST04519,2026-06-28,5,60645.049999999996,3,12129.009999999998,5,2,1,521,8,Potential Loyalists
CUST04520,2025-11-03,5,16745.55,240,3349.1099999999997,2,2,1,221,5,Lost Customers
CUST04521,2026-06-17,19,844700.3,14,44457.91052631579,5,5,5,555,15,Champions
CUST04522,2026-04-25,6,189829.5,67,31638.25,4,3,3,433,10,Potential Loyalists
CUST04523,2025-06-14,3,124530.95000000001,382,41510.31666666667,1,1,2,112,4,Lost Customers
CUST04524,2026-01-15,18,579139.85,167,32174.43611111111,2,5,4,254,11,At Risk
CUST04525,2025-12-04,7,244481.6,209,34925.94285714286,2,3,3,233,8,At Risk
CUST04526,2026-03-30,9,404922.05,93,44991.33888888889,3,4,4,344,11,Loyal Customers
CUST04527,2025-09-18,3,65803.9,286,21934.63333333333,2,1,1,211,4,Lost Customers
CUST04528,2025-11-21,3,149944.25,222,49981.416666666664,2,1,2,212,5,Lost Customers
CUST04529,2026-06-23,10,817302.85,8,81730.285,5,4,5,545,14,Champions
CUST04530,2025-10-07,3,18720.3,267,6240.099999999999,2,1,1,211,4,Lost Customers
CUST04531,2026-06-23,16,672641.2,8,42040.075,5,5,5,555,15,Champions
CUST04532,2026-06-09,5,133851.95,22,26770.390000000003,5,2,2,522,9,Potential Loyalists
CUST04533,2025-02-12,3,45008.3,504,15002.766666666668,1,1,1,111,3,Lost Customers
CUST04534,2026-01-29,13,664940.8,153,51149.29230769231,2,5,5,255,12,At Risk
CUST04535,2026-06-11,16,506200.55,20,31637.534375,5,5,4,554,14,Champions
CUST04536,2026-05-17,6,177516.94999999998,45,29586.15833333333,4,3,3,433,10,Potential Loyalists
CUST04537,2025-05-18,5,91462.20000000001,409,18292.440000000002,1,2,2,122,5,Lost Customers
CUST04538,2025-07-31,4,80254.2,335,20063.55,1,2,2,122,5,Lost Customers
CUST04539,2026-05-29,15,464680.05,33,30978.67,4,5,4,454,13,Champions
CUST04540,2026-03-22,14,402421.15,101,28744.367857142857,3,5,4,354,12,Loyal Customers
CUST04541,2026-06-13,14,449359.55,18,32097.110714285714,5,5,4,554,14,Champions
CUST04542,2026-01-01,1,562.4,181,562.4,2,1,1,211,4,Lost Customers
CUST04543,2026-03-02,10,451706.35,121,45170.634999999995,3,4,4,344,11,Loyal Customers
CUST04544,2026-01-03,4,143096.19999999998,179,35774.049999999996,2,2,2,222,6,Lost Customers
CUST04545,2026-05-23,4,77727.4,39,19431.85,4,2,2,422,8,Potential Loyalists
CUST04546,2024-05-07,1,9600.0,785,9600.0,1,1,1,111,3,Lost Customers
CUST04547,2026-06-29,10,466824.7,2,46682.47,5,4,4,544,13,Champions
CUST04548,2025-12-20,1,2180.7,193,2180.7,2,1,1,211,4,Lost Customers
CUST04549,2026-03-16,11,511861.25,107,46532.84090909091,3,4,4,344,11,Loyal Customers
CUST04550,2024-12-15,4,89034.1,563,22258.525,1,2,2,122,5,Lost Customers
CUST04551,2026-06-28,23,711987.15,3,30955.963043478263,5,5,5,555,15,Champions
CUST04552,2025-04-25,3,37925.6,432,12641.866666666667,1,1,1,111,3,Lost Customers
CUST04553,2026-05-01,23,1251770.75,61,54424.815217391304,4,5,5,455,14,Champions
CUST04554,2025-04-13,2,72844.6,444,36422.3,1,1,2,112,4,Lost Customers
CUST04555,2026-03-08,11,593864.15,115,53987.65,3,4,5,345,12,Loyal Customers
CUST04556,2026-01-16,13,833962.55,166,64150.96538461539,2,5,5,255,12,At Risk
CUST04557,2024-04-13,3,41381.4,809,13793.800000000001,1,1,1,111,3,Lost Customers
CUST04558,2026-06-01,10,281610.65,30,28161.065000000002,4,4,3,443,11,Loyal Customers
CUST04559,2025-11-14,8,287060.6,229,35882.575,2,3,3,233,8,At Risk
CUST04560,2026-03-20,25,1838681.4,103,73547.256,3,5,5,355,13,Loyal Customers
CUST04561,2026-03-25,6,282742.5,98,47123.75,3,3,3,333,9,Others
CUST04562,2026-03-11,5,193877.9,112,38775.58,3,2,3,323,8,Others
CUST04563,2026-05-24,15,557737.55,38,37182.503333333334,4,5,4,454,13,Champions
CUST04564,2025-07-21,1,47821.0,345,47821.0,1,1,1,111,3,Lost Customers
CUST04565,2026-06-28,6,599742.0,3,99957.0,5,3,5,535,13,Potential Loyalists
CUST04566,2026-06-10,8,202176.75,21,25272.09375,5,3,3,533,11,Potential Loyalists
CUST04567,2025-10-30,2,11637.5,244,5818.75,2,1,1,211,4,Lost Customers
CUST04568,2024-09-29,3,84911.5,640,28303.833333333332,1,1,2,112,4,Lost Customers
CUST04569,2026-02-21,14,506837.15,130,36202.65357142857,3,5,4,354,12,Loyal Customers
CUST04570,2026-03-19,8,101084.2,104,12635.525,3,3,2,332,8,Others
CUST04571,2026-03-29,5,125888.35,94,25177.670000000002,3,2,2,322,7,Others
CUST04572,2026-02-25,6,193837.05,126,32306.175,3,3,3,333,9,Others
CUST04573,2026-06-18,15,743721.9,13,49581.46,5,5,5,555,15,Champions
CUST04574,2026-06-19,21,1100507.45,12,52405.11666666666,5,5,5,555,15,Champions
CUST04575,2025-01-15,2,131077.6,532,65538.8,1,1,2,112,4,Lost Customers
CUST04576,2025-07-24,3,26211.5,342,8737.166666666666,1,1,1,111,3,Lost Customers
CUST04577,2025-03-06,3,32336.65,482,10778.883333333333,1,1,1,111,3,Lost Customers
CUST04578,2026-05-23,3,201224.44999999998,39,67074.81666666667,4,1,3,413,8,Others
CUST04579,2026-05-17,9,294580.55,45,32731.17222222222,4,4,3,443,11,Loyal Customers
CUST04580,2025-12-22,10,325407.1,191,32540.71,2,4,4,244,10,At Risk
CUST04581,2025-02-17,1,1478.4,499,1478.4,1,1,1,111,3,Lost Customers
CUST04582,2025-07-02,6,136052.5,364,22675.416666666668,1,3,2,132,6,At Risk
CUST04583,2026-03-20,10,992637.85,103,99263.785,3,4,5,345,12,Loyal Customers
CUST04584,2026-06-12,12,343891.8,19,28657.649999999998,5,4,4,544,13,Champions
CUST04585,2025-06-03,3,56829.850000000006,393,18943.283333333336,1,1,1,111,3,Lost Customers
CUST04586,2025-09-14,3,9680.0,290,3226.6666666666665,2,1,1,211,4,Lost Customers
CUST04587,2025-08-02,5,105235.65000000001,333,21047.13,1,2,2,122,5,Lost Customers
CUST04588,2026-03-13,4,257605.84999999998,110,64401.462499999994,3,2,3,323,8,Others
CUST04589,2026-06-11,21,1015656.1,20,48364.57619047619,5,5,5,555,15,Champions
CUST04590,2025-11-26,6,380586.10000000003,217,63431.01666666667,2,3,4,234,9,At Risk
CUST04591,2025-06-15,2,57749.4,381,28874.7,1,1,1,111,3,Lost Customers
CUST04592,2026-05-22,9,312463.35,40,34718.149999999994,4,4,3,443,11,Loyal Customers
CUST04593,2025-11-01,5,112920.4,242,22584.079999999998,2,2,2,222,6,Lost Customers
CUST04594,2024-11-07,2,30400.0,601,15200.0,1,1,1,111,3,Lost Customers
CUST04595,2025-12-12,4,80580.5,201,20145.125,2,2,2,222,6,Lost Customers
CUST04596,2026-04-02,5,335068.5,90,67013.7,3,2,4,324,9,Others
CUST04597,2026-04-30,21,690207.6,62,32867.02857142857,4,5,5,455,14,Champions
CUST04598,2026-03-30,20,1283426.05,93,64171.302500000005,3,5,5,355,13,Loyal Customers
CUST04599,2025-10-09,5,35528.0,265,7105.6,2,2,1,221,5,Lost Customers
CUST04600,2026-04-28,9,366451.5,64,40716.833333333336,4,4,4,444,12,Champions
CUST04601,2025-05-20,3,14914.95,407,4971.650000000001,1,1,1,111,3,Lost Customers
CUST04602,2026-03-27,7,369803.9,96,52829.12857142858,3,3,4,334,10,Others
CUST04603,2025-04-02,6,355793.8,455,59298.96666666667,1,3,4,134,8,At Risk
CUST04604,2026-06-03,21,744555.8,28,35455.038095238095,5,5,5,555,15,Champions
CUST04605,2026-06-08,6,130002.6,23,21667.100000000002,5,3,2,532,10,Potential Loyalists
CUST04606,2025-07-05,1,23839.2,361,23839.2,1,1,1,111,3,Lost Customers
CUST04607,2026-01-11,7,240064.65,171,34294.95,2,3,3,233,8,At Risk
CUST04608,2024-11-03,1,43209.8,605,43209.8,1,1,1,111,3,Lost Customers
CUST04609,2026-05-03,14,242817.15,59,17344.082142857143,4,5,3,453,12,Loyal Customers
CUST04610,2026-05-25,13,777633.9,37,59817.99230769231,4,5,5,455,14,Champions
CUST04611,2025-04-23,2,14993.4,434,7496.7,1,1,1,111,3,Lost Customers
CUST04612,2026-06-14,9,948860.9,17,105428.9888888889,5,4,5,545,14,Champions
CUST04613,2026-02-05,6,47939.200000000004,146,7989.866666666668,3,3,1,331,7,Others
CUST04614,2025-11-13,6,412738.25,230,68789.70833333333,2,3,4,234,9,At Risk
CUST04615,2026-02-17,8,165281.75,134,20660.21875,3,3,2,332,8,Others
CUST04616,2025-12-20,5,164905.75,193,32981.15,2,2,2,222,6,Lost Customers
CUST04617,2026-04-30,13,596434.95,62,45879.61153846153,4,5,5,455,14,Champions
CUST04618,2026-05-14,3,53126.0,48,17708.666666666668,4,1,1,411,6,Others
CUST04619,2026-06-16,20,982213.1,15,49110.655,5,5,5,555,15,Champions
CUST04620,2026-06-17,11,306939.2,14,27903.563636363637,5,4,3,543,12,Loyal Customers
CUST04621,2026-04-26,7,150355.9,66,21479.414285714283,4,3,2,432,9,Potential Loyalists
CUST04622,2026-05-23,17,953882.9500000001,39,56110.76176470589,4,5,5,455,14,Champions
CUST04623,2026-06-27,24,1296655.15,4,54027.29791666666,5,5,5,555,15,Champions
CUST04624,2026-06-15,9,530290.05,16,58921.11666666667,5,4,4,544,13,Champions
CUST04625,2026-04-26,11,1016451.1,66,92404.64545454545,4,4,5,445,13,Champions
CUST04626,2026-03-11,9,231393.15,112,25710.35,3,4,3,343,10,Loyal Customers
CUST04627,2026-06-23,30,1349942.6,8,44998.08666666667,5,5,5,555,15,Champions
CUST04628,2026-05-04,7,325947.2,58,46563.885714285716,4,3,4,434,11,Potential Loyalists
CUST04629,2026-06-18,6,548014.2,13,91335.7,5,3,4,534,12,Potential Loyalists
CUST04630,2026-04-17,15,1082264.95,75,72150.99666666666,3,5,5,355,13,Loyal Customers
CUST04631,2026-04-01,14,788390.1,91,56313.57857142857,3,5,5,355,13,Loyal Customers
CUST04632,2024-08-18,1,3800.0,682,3800.0,1,1,1,111,3,Lost Customers
CUST04633,2026-03-09,26,1064182.15,114,40930.08269230769,3,5,5,355,13,Loyal Customers
CUST04634,2025-03-11,3,73451.6,477,24483.86666666667,1,1,2,112,4,Lost Customers
CUST04635,2024-07-15,1,3682.2,716,3682.2,1,1,1,111,3,Lost Customers
CUST04636,2026-06-07,9,419408.6,24,46600.955555555556,5,4,4,544,13,Champions
CUST04637,2026-02-17,9,414870.60000000003,134,46096.73333333334,3,4,4,344,11,Loyal Customers
CUST04638,2026-05-28,9,154448.35,34,17160.92777777778,4,4,2,442,10,Loyal Customers
CUST04639,2026-02-12,13,561676.25,139,43205.86538461538,3,5,4,354,12,Loyal Customers
CUST04640,2026-01-29,8,704340.45,153,88042.55625,2,3,5,235,10,At Risk
CUST04641,2025-04-13,8,566607.7,444,70825.9625,1,3,4,134,8,At Risk
CUST04642,2025-08-18,2,12241.300000000001,317,6120.650000000001,1,1,1,111,3,Lost Customers
CUST04643,2025-06-14,4,61957.950000000004,382,15489.487500000001,1,2,1,121,4,Lost Customers
CUST04644,2025-12-23,12,470097.2,190,39174.76666666667,2,4,4,244,10,At Risk
CUST04645,2026-01-21,12,424350.3,161,35362.525,2,4,4,244,10,At Risk
CUST04646,2025-08-17,4,339544.44999999995,318,84886.11249999999,1,2,4,124,7,Others
CUST04647,2026-06-25,8,391057.7,6,48882.2125,5,3,4,534,12,Potential Loyalists
CUST04648,2025-11-30,7,380724.1,213,54389.15714285714,2,3,4,234,9,At Risk
CUST04649,2026-01-11,4,40901.25,171,10225.3125,2,2,1,221,5,Lost Customers
CUST04650,2026-03-31,8,480996.6,92,60124.575,3,3,4,334,10,Others
CUST04651,2026-03-13,11,739623.0,110,67238.45454545454,3,4,5,345,12,Loyal Customers
CUST04652,2024-07-11,3,37918.1,720,12639.366666666667,1,1,1,111,3,Lost Customers
CUST04653,2025-11-01,8,207194.05,242,25899.25625,2,3,3,233,8,At Risk
CUST04654,2026-06-27,13,768741.0,4,59133.92307692308,5,5,5,555,15,Champions
CUST04655,2024-05-18,1,84996.0,774,84996.0,1,1,2,112,4,Lost Customers
CUST04656,2026-04-11,9,717354.8999999999,81,79706.09999999999,3,4,5,345,12,Loyal Customers
CUST04657,2026-03-30,10,252257.65,93,25225.765,3,4,3,343,10,Loyal Customers
CUST04658,2025-11-24,4,73743.4,219,18435.85,2,2,2,222,6,Lost Customers
CUST04659,2026-04-18,26,1526956.4,74,58729.092307692306,3,5,5,355,13,Loyal Customers
CUST04660,2026-04-08,10,360634.9,84,36063.490000000005,3,4,4,344,11,Loyal Customers
CUST04661,2026-03-21,10,286799.15,102,28679.915,3,4,3,343,10,Loyal Customers
CUST04662,2025-11-16,4,480241.9,227,120060.475,2,2,4,224,8,Others
CUST04663,2025-04-04,3,97327.5,453,32442.5,1,1,2,112,4,Lost Customers
CUST04664,2026-06-01,23,1141459.95,30,49628.693478260866,4,5,5,455,14,Champions
CUST04665,2026-05-07,8,149103.45,55,18637.93125,4,3,2,432,9,Potential Loyalists
CUST04666,2026-02-08,13,602346.4,143,46334.338461538464,3,5,5,355,13,Loyal Customers
CUST04667,2026-03-03,4,107017.55,120,26754.3875,3,2,2,322,7,Others
CUST04668,2025-05-04,5,108249.2,423,21649.84,1,2,2,122,5,Lost Customers
CUST04669,2026-01-24,11,280221.55,158,25474.686363636363,2,4,3,243,9,At Risk
CUST04670,2026-01-06,13,431669.4,176,33205.338461538464,2,5,4,254,11,At Risk
CUST04671,2026-05-18,10,185904.80000000002,44,18590.480000000003,4,4,3,443,11,Loyal Customers
CUST04672,2026-03-15,5,181813.15000000002,108,36362.630000000005,3,2,3,323,8,Others
CUST04673,2026-03-14,8,469775.9,109,58721.9875,3,3,4,334,10,Others
CUST04674,2026-05-20,4,141469.15,42,35367.2875,4,2,2,422,8,Potential Loyalists
CUST04675,2024-08-16,2,176878.8,684,88439.4,1,1,3,113,5,Others
CUST04676,2026-06-29,22,689789.75,2,31354.079545454544,5,5,5,555,15,Champions
CUST04677,2025-09-10,4,85873.55,294,21468.3875,2,2,2,222,6,Lost Customers
CUST04678,2026-05-19,19,604369.8,43,31808.936842105264,4,5,5,455,14,Champions
CUST04679,2026-05-18,7,187208.94999999998,44,26744.135714285712,4,3,3,433,10,Potential Loyalists
CUST04680,2026-05-21,18,779411.2000000001,41,43300.62222222223,4,5,5,455,14,Champions
CUST04681,2026-06-04,6,123346.3,27,20557.716666666667,5,3,2,532,10,Potential Loyalists
CUST04682,2026-04-09,5,187439.9,83,37487.979999999996,3,2,3,323,8,Others
CUST04683,2025-01-13,2,16853.4,534,8426.7,1,1,1,111,3,Lost Customers
CUST04684,2025-12-09,6,417176.05,204,69529.34166666666,2,3,4,234,9,At Risk
CUST04685,2025-05-12,2,7150.85,415,3575.425,1,1,1,111,3,Lost Customers
CUST04686,2026-06-27,11,538545.6,4,48958.69090909091,5,4,4,544,13,Champions
CUST04687,2026-04-15,17,1076467.7,77,63321.629411764705,3,5,5,355,13,Loyal Customers
CUST04688,2026-03-05,7,117768.4,118,16824.057142857142,3,3,2,332,8,Others
CUST04689,2026-03-14,5,173313.09999999998,109,34662.619999999995,3,2,3,323,8,Others
CUST04690,2026-06-25,16,442502.9,6,27656.43125,5,5,4,554,14,Champions
CUST04691,2026-03-28,14,902398.45,95,64457.03214285714,3,5,5,355,13,Loyal Customers
CUST04692,2026-04-13,8,220097.65,79,27512.20625,3,3,3,333,9,Others
CUST04693,2026-06-07,29,1664124.25,24,57383.59482758621,5,5,5,555,15,Champions
CUST04694,2024-12-24,1,28087.2,554,28087.2,1,1,1,111,3,Lost Customers
CUST04695,2025-12-29,5,213947.0,184,42789.4,2,2,3,223,7,Others
CUST04696,2025-10-28,3,83224.85,246,27741.61666666667,2,1,2,212,5,Lost Customers
CUST04697,2025-10-15,4,274501.65,259,68625.4125,2,2,3,223,7,Others
CUST04698,2026-03-01,4,129102.25,122,32275.5625,3,2,2,322,7,Others
CUST04699,2026-05-18,15,627065.7,44,41804.38,4,5,5,455,14,Champions
CUST04700,2025-06-19,2,91012.95000000001,377,45506.475000000006,1,1,2,112,4,Lost Customers
CUST04701,2025-07-12,8,375862.0,354,46982.75,1,3,4,134,8,At Risk
CUST04702,2026-04-24,5,128792.7,68,25758.54,4,2,2,422,8,Potential Loyalists
CUST04703,2026-06-15,4,170485.80000000002,16,42621.450000000004,5,2,2,522,9,Potential Loyalists
CUST04704,2026-01-02,5,186408.15000000002,180,37281.630000000005,2,2,3,223,7,Others
CUST04705,2026-06-07,17,476792.19999999995,24,28046.6,5,5,4,554,14,Champions
CUST04706,2025-04-09,3,123727.45,448,41242.48333333333,1,1,2,112,4,Lost Customers
CUST04707,2026-05-18,11,845606.45,44,76873.31363636363,4,4,5,445,13,Champions
CUST04708,2026-06-10,18,1109677.35,21,61648.74166666667,5,5,5,555,15,Champions
CUST04709,2025-11-05,2,96187.9,238,48093.95,2,1,2,212,5,Lost Customers
CUST04710,2026-06-04,6,117304.55,27,19550.758333333335,5,3,2,532,10,Potential Loyalists
CUST04711,2025-12-24,8,249695.45,189,31211.93125,2,3,3,233,8,At Risk
CUST04712,2026-01-02,6,142908.45,180,23818.075,2,3,2,232,7,At Risk
CUST04713,2026-02-21,1,4345.2,130,4345.2,3,1,1,311,5,Others
CUST04714,2026-06-20,11,392944.4,11,35722.218181818185,5,4,4,544,13,Champions
CUST04715,2025-04-20,2,86980.8,437,43490.4,1,1,2,112,4,Lost Customers
CUST04716,2025-08-02,7,258853.45,333,36979.06428571429,1,3,3,133,7,At Risk
CUST04717,2025-11-15,1,14822.85,228,14822.85,2,1,1,211,4,Lost Customers
CUST04718,2024-10-26,1,6139.8,613,6139.8,1,1,1,111,3,Lost Customers
CUST04719,2026-06-14,21,846187.8,17,40294.65714285715,5,5,5,555,15,Champions
CUST04720,2025-07-19,5,196885.1,347,39377.020000000004,1,2,3,123,6,Others
CUST04721,2025-05-11,4,269305.1,416,67326.275,1,2,3,123,6,Others
CUST04722,2026-04-06,7,481121.65,86,68731.66428571429,3,3,4,334,10,Others
CUST04723,2026-06-07,14,633181.9,24,45227.27857142857,5,5,5,555,15,Champions
CUST04724,2025-08-11,3,110424.20000000001,324,36808.06666666667,1,1,2,112,4,Lost Customers
CUST04725,2024-09-27,3,18677.6,642,6225.866666666666,1,1,1,111,3,Lost Customers
CUST04726,2026-06-30,11,636053.05,1,57823.00454545455,5,4,5,545,14,Champions
CUST04727,2026-05-23,5,246031.0,39,49206.2,4,2,3,423,9,Potential Loyalists
